psu,hh,idcode,hhid,q02,q03,q04,q05y,q05m,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,psu_hh_idcode
262,5,3,26205,2,4,19931014,18,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_5_3
262,5,4,26205,1,4,19841130,27,9,1.0,1.0,5.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_5_4
262,5,5,26205,2,9,19910106,21,8,1.0,1.0,4.0,0,1,2,-999.0,4.0,1.0,-999.0,45.0,2,-999.0,4.0,1.0,-999.0,53.0,262_5_5
262,5,6,26205,2,5,20120319,0,-999,-999.0,-999.0,-999.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,1,4.0,-999.0,-999.0,-999.0,-999.0,262_5_6
262,6,1,26206,1,1,19690725,43,1,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,64.0,-999.0,2,-999.0,2.0,2.0,65.0,-999.0,262_6_1
262,6,2,26206,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,262_6_2
262,7,1,26207,1,1,19520112,60,7,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,69.0,-999.0,2,-999.0,3.0,2.0,74.0,-999.0,262_7_1
262,7,2,26207,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,262_7_2
262,8,1,26208,1,1,19710409,41,5,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,62.0,2,-999.0,3.0,1.0,-999.0,72.0,262_8_1
262,8,2,26208,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,262_8_2
262,8,3,26208,1,4,20010213,11,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_8_3
262,8,4,26208,2,4,20070902,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_8_4
262,12,1,26212,1,1,19760109,36,8,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,60.0,2,-999.0,3.0,1.0,-999.0,67.0,262_12_1
262,12,2,26212,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,262_12_2
262,12,3,26212,1,4,20020715,10,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_12_3
262,12,4,26212,1,4,20070907,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,262_12_4
263,1,1,26301,1,1,19630609,49,3,1.0,1.0,2.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,1.0,2.0,66.0,-999.0,263_1_1
263,1,2,26301,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_1_2
263,1,3,26301,1,4,19891104,22,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_1_3
263,1,4,26301,1,4,19950515,17,4,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_1_4
263,1,5,26301,2,7,19360903,76,0,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,76.0,-999.0,2,-999.0,2.0,2.0,70.0,-999.0,263_1_5
263,2,1,26302,1,1,19681118,43,9,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,63.0,2,-999.0,3.0,1.0,-999.0,75.0,263_2_1
263,2,2,26302,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_2_2
263,2,3,26302,1,4,19970721,15,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_2_3
263,2,4,26302,1,4,20021211,9,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_2_4
263,2,5,26302,1,4,20070131,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_2_5
263,3,1,26303,1,1,19520613,60,3,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,78.0,-999.0,2,-999.0,1.0,1.0,-999.0,84.0,263_3_1
263,3,2,26303,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_3_2
263,3,3,26303,2,4,20000319,12,6,5.0,-999.0,-999.0,0,1,2,-999.0,3.0,1.0,-999.0,55.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_3_3
263,3,4,26303,2,4,20080928,4,-999,-999.0,-999.0,-999.0,1,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_3_4
263,4,1,26304,1,1,19590118,53,7,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,86.0,-999.0,2,-999.0,2.0,1.0,-999.0,90.0,263_4_1
263,4,2,26304,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_4_2
263,4,3,26304,2,4,19910621,21,2,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_4_3
263,4,4,26304,1,4,19950313,17,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_4_4
263,5,1,26305,1,1,19441206,67,9,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,82.0,-999.0,2,-999.0,1.0,2.0,75.0,-999.0,263_5_1
263,5,2,26305,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_5_2
263,5,3,26305,2,4,19760407,36,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_5_3
263,7,1,26307,1,1,19560813,56,1,1.0,1.0,2.0,1,1,2,-999.0,1.0,2.0,80.0,-999.0,2,-999.0,2.0,2.0,85.0,-999.0,263_7_1
263,7,2,26307,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_7_2
263,7,3,26307,1,4,19890420,23,5,5.0,-999.0,-999.0,9,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_7_3
263,8,1,26308,1,1,19620410,50,5,1.0,1.0,2.0,0,1,2,-999.0,1.0,1.0,-999.0,80.0,2,-999.0,2.0,2.0,70.0,-999.0,263_8_1
263,8,2,26308,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_8_2
263,8,3,26308,1,4,19890225,23,7,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_8_3
263,9,1,26309,1,1,19720919,40,0,1.0,1.0,2.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,9.0,2.0,55.0,-999.0,263_9_1
263,9,2,26309,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,263_9_2
263,9,3,26309,1,4,20040413,8,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_9_3
263,9,4,26309,1,4,20070914,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,263_9_4
263,9,5,26309,2,7,19470715,65,2,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,85.0,-999.0,2,-999.0,1.0,2.0,65.0,-999.0,263_9_5
264,2,1,26402,1,1,19530304,59,6,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,59.0,-999.0,2,-999.0,1.0,2.0,60.0,-999.0,264_2_1
264,2,2,26402,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_2_2
264,2,3,26402,1,4,19911023,20,11,5.0,-999.0,-999.0,9,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_2_3
264,3,1,26403,1,1,19650429,47,5,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,67.0,2,-999.0,3.0,2.0,52.0,-999.0,264_3_1
264,3,2,26403,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_3_2
264,3,3,26403,1,4,19900926,22,0,5.0,-999.0,-999.0,4,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_3_3
264,3,4,26403,2,4,19931206,18,9,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_3_4
264,5,2,26405,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_5_2
264,5,3,26405,2,4,19930516,19,4,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_5_3
264,5,4,26405,2,4,19970605,15,3,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_5_4
264,5,5,26405,2,7,19500816,62,1,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,70.0,-999.0,2,-999.0,1.0,2.0,75.0,-999.0,264_5_5
264,6,1,26406,1,1,19790601,33,4,1.0,1.0,2.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,71.0,-999.0,264_6_1
264,6,2,26406,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_6_2
264,6,3,26406,1,4,20021112,9,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_6_3
264,6,4,26406,1,4,20060324,6,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_6_4
264,6,5,26406,2,7,19530827,59,1,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,1.0,-999.0,86.0,2,-999.0,1.0,1.0,-999.0,90.0,264_6_5
264,7,1,26407,2,1,19620410,50,5,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,1.0,-999.0,77.0,2,-999.0,2.0,2.0,72.0,-999.0,264_7_1
264,7,2,26407,2,4,19971031,14,11,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,7.0,2.0,54.0,-999.0,264_7_2
264,7,3,26407,2,4,20000803,12,1,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,7.0,2.0,54.0,-999.0,264_7_3
264,7,4,26407,1,4,20020322,10,-999,-999.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,7.0,2.0,54.0,-999.0,264_7_4
264,10,2,26410,2,1,19600128,52,8,1.0,1.0,1.0,0,1,2,-999.0,2.0,2.0,87.0,-999.0,2,-999.0,2.0,2.0,64.0,-999.0,264_10_2
264,10,3,26410,1,4,19861021,25,11,5.0,-999.0,-999.0,5,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_10_3
264,11,1,26411,1,1,19561010,55,11,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,80.0,-999.0,2,-999.0,3.0,2.0,75.0,-999.0,264_11_1
264,11,2,26411,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_11_2
264,11,3,26411,1,4,19920605,20,3,5.0,-999.0,-999.0,9,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_11_3
264,12,1,26412,1,1,19640617,48,3,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,70.0,2,-999.0,3.0,2.0,65.0,-999.0,264_12_1
264,12,2,26412,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,264_12_2
264,12,3,26412,1,4,19950924,17,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_12_3
264,12,4,26412,2,4,19981020,13,11,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_12_4
264,12,5,26412,2,4,20020702,10,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,264_12_5
265,1,1,26501,1,1,19690107,43,7,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,67.0,2,-999.0,2.0,2.0,70.0,-999.0,265_1_1
265,1,2,26501,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_1_2
265,1,3,26501,1,4,19950507,17,3,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_1_3
265,1,4,26501,1,4,20000307,12,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_1_4
265,2,1,26502,1,1,19750423,37,4,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,65.0,-999.0,2,-999.0,3.0,1.0,-999.0,68.0,265_2_1
265,2,2,26502,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_2_2
265,2,3,26502,2,4,20050810,7,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_2_3
265,2,4,26502,2,4,20090301,3,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_2_4
265,3,1,26503,1,1,19561129,55,9,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,75.0,2,-999.0,2.0,2.0,65.0,-999.0,265_3_1
265,3,2,26503,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_3_2
265,3,3,26503,1,4,19870806,25,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_3_3
265,3,4,26503,1,4,19810504,31,4,1.0,1.0,5.0,1,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_3_4
265,3,5,26503,2,9,19880312,24,5,1.0,1.0,4.0,0,1,2,-999.0,3.0,1.0,-999.0,45.0,2,-999.0,3.0,1.0,-999.0,53.0,265_3_5
265,4,1,26504,2,1,19510418,61,4,4.0,-999.0,-999.0,0,1,2,-999.0,3.0,2.0,75.0,-999.0,2,-999.0,3.0,2.0,80.0,-999.0,265_4_1
265,4,2,26504,1,4,19861115,25,9,5.0,-999.0,-999.0,6,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,67.0,-999.0,265_4_2
265,5,1,26505,2,1,19520213,60,6,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,2.0,75.0,-999.0,2,-999.0,2.0,2.0,45.0,-999.0,265_5_1
265,5,2,26505,1,4,19780723,34,1,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,42.0,-999.0,265_5_2
265,6,1,26506,1,1,19600204,52,7,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,76.0,2,-999.0,2.0,1.0,-999.0,85.0,265_6_1
265,6,2,26506,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_6_2
265,6,4,26506,1,4,19940712,18,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_6_4
265,7,1,26507,1,1,19490109,63,7,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,69.0,-999.0,2,-999.0,2.0,2.0,92.0,-999.0,265_7_1
265,7,2,26507,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_7_2
265,8,1,26508,1,1,19811223,30,8,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,63.0,2,-999.0,4.0,1.0,-999.0,65.0,265_8_1
265,8,2,26508,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,265_8_2
265,8,3,26508,1,4,20091127,2,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,265_8_3
266,2,1,26602,1,1,19510201,61,7,1.0,1.0,2.0,0,1,2,-999.0,1.0,1.0,-999.0,86.0,2,-999.0,2.0,2.0,62.0,-999.0,266_2_1
266,2,2,26602,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_2_2
266,3,1,26603,1,1,19350228,77,6,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,85.0,-999.0,2,-999.0,2.0,2.0,36.0,-999.0,266_3_1
266,3,2,26603,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_3_2
266,3,3,26603,1,4,19720922,39,11,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_3_3
266,3,4,26603,2,9,19870820,25,0,1.0,1.0,3.0,0,1,2,-999.0,3.0,1.0,-999.0,47.0,2,-999.0,3.0,1.0,-999.0,57.0,266_3_4
266,3,5,26603,2,5,20020603,10,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,266_3_5
266,3,6,26603,2,5,20041016,7,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,266_3_6
266,3,7,26603,2,5,20070214,5,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,266_3_7
266,4,1,26604,1,1,19460801,66,1,1.0,1.0,2.0,0,1,2,-999.0,3.0,2.0,56.0,-999.0,2,-999.0,3.0,2.0,55.0,-999.0,266_4_1
266,4,2,26604,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_4_2
266,4,3,26604,1,4,19800325,32,5,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_4_3
266,4,4,26604,2,9,19870301,25,6,1.0,1.0,3.0,0,1,2,-999.0,3.0,1.0,-999.0,66.0,2,-999.0,3.0,1.0,-999.0,71.0,266_4_4
266,4,5,26604,2,5,20110725,1,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,266_4_5
266,6,1,26606,1,1,19700306,42,5,1.0,1.0,2.0,0,1,1,6.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,52.0,-999.0,266_6_1
266,6,2,26606,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_6_2
266,6,3,26606,2,4,20020928,9,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_6_3
266,6,4,26606,2,4,20060715,6,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_6_4
266,6,5,26606,2,4,20071114,4,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_6_5
266,6,6,26606,2,7,19360910,75,11,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,70.0,-999.0,2,-999.0,1.0,2.0,74.0,-999.0,266_6_6
266,7,1,26607,1,1,19540323,58,5,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,84.0,2,-999.0,2.0,1.0,-999.0,99.0,266_7_1
266,7,2,26607,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_7_2
266,9,2,26609,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_9_2
266,9,3,26609,2,4,19950613,17,2,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_9_3
266,9,4,26609,2,4,19991030,12,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_9_4
266,10,1,26610,1,1,19790824,33,0,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,61.0,2,-999.0,3.0,1.0,-999.0,73.0,266_10_1
266,10,2,26610,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,266_10_2
266,10,3,26610,1,4,20110301,1,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,266_10_3
267,2,1,26702,1,1,19401013,71,10,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,94.0,-999.0,2,-999.0,1.0,2.0,68.0,-999.0,267_2_1
267,2,2,26702,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,267_2_2
267,3,2,26703,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,267_3_2
267,3,3,26703,1,4,20051224,6,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,267_3_3
267,3,4,26703,2,4,20091110,2,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,267_3_4
267,3,5,26703,1,7,19520210,60,6,1.0,1.0,6.0,0,1,2,-999.0,1.0,2.0,80.0,-999.0,2,-999.0,1.0,2.0,80.0,-999.0,267_3_5
267,3,6,26703,2,7,19570326,55,5,1.0,1.0,5.0,0,1,2,-999.0,1.0,2.0,65.0,-999.0,2,-999.0,1.0,2.0,73.0,-999.0,267_3_6
267,4,1,26704,1,1,19730819,39,0,1.0,1.0,2.0,0,1,1,5.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,1.0,2.0,79.0,-999.0,267_4_1
267,4,2,26704,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,267_4_2
267,4,3,26704,2,4,20070403,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,267_4_3
267,4,4,26704,2,4,20090423,3,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,267_4_4
